y,time,x,lon,lat,pv
48.0,2005-01-21 19:00:00,2.0,2.0,48.0,0.0
48.0,2005-01-21 20:00:00,1.0,1.0,48.0,0.0
48.0,2005-01-21 20:00:00,1.25,1.25,48.0,0.0
48.0,2005-01-21 20:00:00,1.5,1.5,48.0,0.0
48.0,2005-01-21 20:00:00,1.75,1.75,48.0,0.0
48.0,2005-01-21 20:00:00,2.0,2.0,48.0,0.0
48.0,2005-01-21 21:00:00,1.0,1.0,48.0,0.0
48.0,2005-01-21 21:00:00,1.25,1.25,48.0,0.0
48.0,2005-01-21 21:00:00,1.5,1.5,48.0,0.0
48.0,2005-01-21 21:00:00,1.75,1.75,48.0,0.0
48.0,2005-01-21 21:00:00,2.0,2.0,48.0,0.0
48.0,2005-01-21 22:00:00,1.0,1.0,48.0,0.0
48.0,2005-01-21 22:00:00,1.25,1.25,48.0,0.0
48.0,2005-01-21 22:00:00,1.5,1.5,48.0,0.0
48.0,2005-01-21 22:00:00,1.75,1.75,48.0,0.0
48.0,2005-01-21 22:00:00,2.0,2.0,48.0,0.0
48.0,2005-01-21 23:00:00,1.0,1.0,48.0,0.0
48.0,2005-01-21 23:00:00,1.25,1.25,48.0,0.0
48.0,2005-01-21 23:00:00,1.5,1.5,48.0,0.0
48.0,2005-01-21 23:00:00,1.75,1.75,48.0,0.0
48.0,2005-01-21 23:00:00,2.0,2.0,48.0,0.0
48.0,2005-01-22 00:00:00,1.0,1.0,48.0,0.0
48.0,2005-01-22 00:00:00,1.25,1.25,48.0,0.0
48.0,2005-01-22 00:00:00,1.5,1.5,48.0,0.0
48.0,2005-01-22 00:00:00,1.75,1.75,48.0,0.0
48.0,2005-01-22 00:00:00,2.0,2.0,48.0,0.0
48.0,2005-01-22 01:00:00,1.0,1.0,48.0,0.0
48.0,2005-01-22 01:00:00,1.25,1.25,48.0,0.0
48.0,2005-01-22 01:00:00,1.5,1.5,48.0,0.0
48.0,2005-01-22 01:00:00,1.75,1.75,48.0,0.0
48.0,2005-01-22 01:00:00,2.0,2.0,48.0,0.0
48.0,2005-01-22 02:00:00,1.0,1.0,48.0,0.0
48.0,2005-01-22 02:00:00,1.25,1.25,48.0,0.0
48.0,2005-01-22 02:00:00,1.5,1.5,48.0,0.0
48.0,2005-01-22 02:00:00,1.75,1.75,48.0,0.0
48.0,2005-01-22 02:00:00,2.0,2.0,48.0,0.0
48.0,2005-01-22 03:00:00,1.0,1.0,48.0,0.0
48.0,2005-01-22 03:00:00,1.25,1.25,48.0,0.0
48.0,2005-01-22 03:00:00,1.5,1.5,48.0,0.0
48.0,2005-01-22 03:00:00,1.75,1.75,48.0,0.0
48.0,2005-01-22 03:00:00,2.0,2.0,48.0,0.0
48.0,2005-01-22 04:00:00,1.0,1.0,48.0,0.0
48.0,2005-01-22 04:00:00,1.25,1.25,48.0,0.0
48.0,2005-01-22 04:00:00,1.5,1.5,48.0,0.0
48.0,2005-01-22 04:00:00,1.75,1.75,48.0,0.0
48.0,2005-01-22 04:00:00,2.0,2.0,48.0,0.0
48.0,2005-01-22 05:00:00,1.0,1.0,48.0,0.0
48.0,2005-01-22 05:00:00,1.25,1.25,48.0,0.0
48.0,2005-01-22 05:00:00,1.5,1.5,48.0,0.0
48.0,2005-01-22 05:00:00,1.75,1.75,48.0,0.0
48.0,2005-01-22 05:00:00,2.0,2.0,48.0,0.0
48.0,2005-01-22 06:00:00,1.0,1.0,48.0,0.0
48.0,2005-01-22 06:00:00,1.25,1.25,48.0,0.0
48.0,2005-01-22 06:00:00,1.5,1.5,48.0,0.0
48.0,2005-01-22 06:00:00,1.75,1.75,48.0,0.0
48.0,2005-01-22 06:00:00,2.0,2.0,48.0,0.0
48.0,2005-01-22 07:00:00,1.0,1.0,48.0,0.0
48.0,2005-01-22 07:00:00,1.25,1.25,48.0,0.0
48.0,2005-01-22 07:00:00,1.5,1.5,48.0,0.0
48.0,2005-01-22 07:00:00,1.75,1.75,48.0,0.0
48.0,2005-01-22 07:00:00,2.0,2.0,48.0,0.0
48.0,2005-01-22 08:00:00,1.0,1.0,48.0,0.0
48.0,2005-01-22 08:00:00,1.25,1.25,48.0,0.0
48.0,2005-01-22 08:00:00,1.5,1.5,48.0,0.0
48.0,2005-01-22 08:00:00,1.75,1.75,48.0,0.0
48.0,2005-01-22 08:00:00,2.0,2.0,48.0,0.0
48.0,2005-01-22 09:00:00,1.0,1.0,48.0,0.006283183152341753
48.0,2005-01-22 09:00:00,1.25,1.25,48.0,0.0070223727225484185
48.0,2005-01-22 09:00:00,1.5,1.5,48.0,0.007670620224697544
48.0,2005-01-22 09:00:00,1.75,1.75,48.0,0.009285583185927499
48.0,2005-01-22 09:00:00,2.0,2.0,48.0,0.010985016782466042
48.0,2005-01-22 10:00:00,1.0,1.0,48.0,0.01239583459645288
48.0,2005-01-22 10:00:00,1.25,1.25,48.0,0.015503458558704811
48.0,2005-01-22 10:00:00,1.5,1.5,48.0,0.02032451948907882
48.0,2005-01-22 10:00:00,1.75,1.75,48.0,0.028795958105309036
48.0,2005-01-22 10:00:00,2.0,2.0,48.0,0.03583878761623352
48.0,2005-01-22 11:00:00,1.0,1.0,48.0,0.01610946404301671
48.0,2005-01-22 11:00:00,1.25,1.25,48.0,0.018806468555710217
48.0,2005-01-22 11:00:00,1.5,1.5,48.0,0.02338021526195718
48.0,2005-01-22 11:00:00,1.75,1.75,48.0,0.03385628327151527
48.0,2005-01-22 11:00:00,2.0,2.0,48.0,0.0436789789049488
48.0,2005-01-22 12:00:00,1.0,1.0,48.0,0.00884417271615835
48.0,2005-01-22 12:00:00,1.25,1.25,48.0,0.012089059830224264
48.0,2005-01-22 12:00:00,1.5,1.5,48.0,0.01872884922453846
48.0,2005-01-22 12:00:00,1.75,1.75,48.0,0.028930634343491766
48.0,2005-01-22 12:00:00,2.0,2.0,48.0,0.03838503457707676
48.0,2005-01-22 13:00:00,1.0,1.0,48.0,0.027050052197859015
48.0,2005-01-22 13:00:00,1.25,1.25,48.0,0.02590209408726008
48.0,2005-01-22 13:00:00,1.5,1.5,48.0,0.026357134350433773
48.0,2005-01-22 13:00:00,1.75,1.75,48.0,0.028614443659191215
48.0,2005-01-22 13:00:00,2.0,2.0,48.0,0.03400562224198946
48.0,2005-01-22 14:00:00,1.0,1.0,48.0,0.05144050098238935
48.0,2005-01-22 14:00:00,1.25,1.25,48.0,0.0665890808620918
48.0,2005-01-22 14:00:00,1.5,1.5,48.0,0.08980730339280223
48.0,2005-01-22 14:00:00,1.75,1.75,48.0,0.10710819309258489
48.0,2005-01-22 14:00:00,2.0,2.0,48.0,0.12338646669066733
48.0,2005-01-22 15:00:00,1.0,1.0,48.0,0.03928249708275099
48.0,2005-01-22 15:00:00,1.25,1.25,48.0,0.060710390803122856
48.0,2005-01-22 15:00:00,1.5,1.5,48.0,0.0937926444615114
48.0,2005-01-22 15:00:00,1.75,1.75,48.0,0.11691048731718025
48.0,2005-01-22 15:00:00,2.0,2.0,48.0,0.13649911031800177
48.0,2005-01-22 16:00:00,1.0,1.0,48.0,0.010472282030000423
48.0,2005-01-22 16:00:00,1.25,1.25,48.0,0.011607097376499885
48.0,2005-01-22 16:00:00,1.5,1.5,48.0,0.013602646363139653
48.0,2005-01-22 16:00:00,1.75,1.75,48.0,0.0162583053748448
48.0,2005-01-22 16:00:00,2.0,2.0,48.0,0.023453348333985862
48.0,2005-01-22 17:00:00,1.0,1.0,48.0,0.0
48.0,2005-01-22 17:00:00,1.25,1.25,48.0,0.0
48.0,2005-01-22 17:00:00,1.5,1.5,48.0,0.0
48.0,2005-01-22 17:00:00,1.75,1.75,48.0,0.0
48.0,2005-01-22 17:00:00,2.0,2.0,48.0,0.0
48.0,2005-01-22 18:00:00,1.0,1.0,48.0,0.0
48.0,2005-01-22 18:00:00,1.25,1.25,48.0,0.0
48.0,2005-01-22 18:00:00,1.5,1.5,48.0,0.0
48.0,2005-01-22 18:00:00,1.75,1.75,48.0,0.0
48.0,2005-01-22 18:00:00,2.0,2.0,48.0,0.0
48.0,2005-01-22 19:00:00,1.0,1.0,48.0,0.0
48.0,2005-01-22 19:00:00,1.25,1.25,48.0,0.0
48.0,2005-01-22 19:00:00,1.5,1.5,48.0,0.0
48.0,2005-01-22 19:00:00,1.75,1.75,48.0,0.0
48.0,2005-01-22 19:00:00,2.0,2.0,48.0,0.0
48.0,2005-01-22 20:00:00,1.0,1.0,48.0,0.0
48.0,2005-01-22 20:00:00,1.25,1.25,48.0,0.0
48.0,2005-01-22 20:00:00,1.5,1.5,48.0,0.0
48.0,2005-01-22 20:00:00,1.75,1.75,48.0,0.0
48.0,2005-01-22 20:00:00,2.0,2.0,48.0,0.0
48.0,2005-01-22 21:00:00,1.0,1.0,48.0,0.0
48.0,2005-01-22 21:00:00,1.25,1.25,48.0,0.0
48.0,2005-01-22 21:00:00,1.5,1.5,48.0,0.0
48.0,2005-01-22 21:00:00,1.75,1.75,48.0,0.0
48.0,2005-01-22 21:00:00,2.0,2.0,48.0,0.0
48.0,2005-01-22 22:00:00,1.0,1.0,48.0,0.0
48.0,2005-01-22 22:00:00,1.25,1.25,48.0,0.0
48.0,2005-01-22 22:00:00,1.5,1.5,48.0,0.0
48.0,2005-01-22 22:00:00,1.75,1.75,48.0,0.0
48.0,2005-01-22 22:00:00,2.0,2.0,48.0,0.0
48.0,2005-01-22 23:00:00,1.0,1.0,48.0,0.0
48.0,2005-01-22 23:00:00,1.25,1.25,48.0,0.0
48.0,2005-01-22 23:00:00,1.5,1.5,48.0,0.0
48.0,2005-01-22 23:00:00,1.75,1.75,48.0,0.0
48.0,2005-01-22 23:00:00,2.0,2.0,48.0,0.0
48.0,2005-01-23 00:00:00,1.0,1.0,48.0,0.0
48.0,2005-01-23 00:00:00,1.25,1.25,48.0,0.0
48.0,2005-01-23 00:00:00,1.5,1.5,48.0,0.0
48.0,2005-01-23 00:00:00,1.75,1.75,48.0,0.0
48.0,2005-01-23 00:00:00,2.0,2.0,48.0,0.0
48.0,2005-01-23 01:00:00,1.0,1.0,48.0,0.0
48.0,2005-01-23 01:00:00,1.25,1.25,48.0,0.0
48.0,2005-01-23 01:00:00,1.5,1.5,48.0,0.0
48.0,2005-01-23 01:00:00,1.75,1.75,48.0,0.0
48.0,2005-01-23 01:00:00,2.0,2.0,48.0,0.0
48.0,2005-01-23 02:00:00,1.0,1.0,48.0,0.0
48.0,2005-01-23 02:00:00,1.25,1.25,48.0,0.0
48.0,2005-01-23 02:00:00,1.5,1.5,48.0,0.0
48.0,2005-01-23 02:00:00,1.75,1.75,48.0,0.0
48.0,2005-01-23 02:00:00,2.0,2.0,48.0,0.0
48.0,2005-01-23 03:00:00,1.0,1.0,48.0,0.0
48.0,2005-01-23 03:00:00,1.25,1.25,48.0,0.0
48.0,2005-01-23 03:00:00,1.5,1.5,48.0,0.0
48.0,2005-01-23 03:00:00,1.75,1.75,48.0,0.0
48.0,2005-01-23 03:00:00,2.0,2.0,48.0,0.0
48.0,2005-01-23 04:00:00,1.0,1.0,48.0,0.0
48.0,2005-01-23 04:00:00,1.25,1.25,48.0,0.0
48.0,2005-01-23 04:00:00,1.5,1.5,48.0,0.0
48.0,2005-01-23 04:00:00,1.75,1.75,48.0,0.0
48.0,2005-01-23 04:00:00,2.0,2.0,48.0,0.0
48.0,2005-01-23 05:00:00,1.0,1.0,48.0,0.0
48.0,2005-01-23 05:00:00,1.25,1.25,48.0,0.0
48.0,2005-01-23 05:00:00,1.5,1.5,48.0,0.0
48.0,2005-01-23 05:00:00,1.75,1.75,48.0,0.0
48.0,2005-01-23 05:00:00,2.0,2.0,48.0,0.0
48.0,2005-01-23 06:00:00,1.0,1.0,48.0,0.0
48.0,2005-01-23 06:00:00,1.25,1.25,48.0,0.0
48.0,2005-01-23 06:00:00,1.5,1.5,48.0,0.0
48.0,2005-01-23 06:00:00,1.75,1.75,48.0,0.0
48.0,2005-01-23 06:00:00,2.0,2.0,48.0,0.0
48.0,2005-01-23 07:00:00,1.0,1.0,48.0,0.0
48.0,2005-01-23 07:00:00,1.25,1.25,48.0,0.0
48.0,2005-01-23 07:00:00,1.5,1.5,48.0,0.0
48.0,2005-01-23 07:00:00,1.75,1.75,48.0,0.0
48.0,2005-01-23 07:00:00,2.0,2.0,48.0,0.0
48.0,2005-01-23 08:00:00,1.0,1.0,48.0,0.0
48.0,2005-01-23 08:00:00,1.25,1.25,48.0,0.0
48.0,2005-01-23 08:00:00,1.5,1.5,48.0,0.0004897058811321074
48.0,2005-01-23 08:00:00,1.75,1.75,48.0,0.0005387690989758356
48.0,2005-01-23 08:00:00,2.0,2.0,48.0,0.0006013386401646988
48.0,2005-01-23 09:00:00,1.0,1.0,48.0,0.015288110704050529
48.0,2005-01-23 09:00:00,1.25,1.25,48.0,0.01772857969591868
48.0,2005-01-23 09:00:00,1.5,1.5,48.0,0.020618965271401175
48.0,2005-01-23 09:00:00,1.75,1.75,48.0,0.02325727894538602
48.0,2005-01-23 09:00:00,2.0,2.0,48.0,0.026470772709096965
48.0,2005-01-23 10:00:00,1.0,1.0,48.0,0.09907833000555345
48.0,2005-01-23 10:00:00,1.25,1.25,48.0,0.1100899348684435
48.0,2005-01-23 10:00:00,1.5,1.5,48.0,0.1252274666795046
48.0,2005-01-23 10:00:00,1.75,1.75,48.0,0.13953950784938426
48.0,2005-01-23 10:00:00,2.0,2.0,48.0,0.15269472737987608
48.0,2005-01-23 11:00:00,1.0,1.0,48.0,0.2516959634770497
48.0,2005-01-23 11:00:00,1.25,1.25,48.0,0.25078776968862687
48.0,2005-01-23 11:00:00,1.5,1.5,48.0,0.24790931670929642
48.0,2005-01-23 11:00:00,1.75,1.75,48.0,0.2508638758047564
48.0,2005-01-23 11:00:00,2.0,2.0,48.0,0.25409322641861937
48.0,2005-01-23 12:00:00,1.0,1.0,48.0,0.29267762986488843
48.0,2005-01-23 12:00:00,1.25,1.25,48.0,0.2916823616688117
48.0,2005-01-23 12:00:00,1.5,1.5,48.0,0.2976196284074596
48.0,2005-01-23 12:00:00,1.75,1.75,48.0,0.31628215983196545
48.0,2005-01-23 12:00:00,2.0,2.0,48.0,0.3264080217697648
48.0,2005-01-23 13:00:00,1.0,1.0,48.0,0.38109576218186
48.0,2005-01-23 13:00:00,1.25,1.25,48.0,0.40390169802364695
48.0,2005-01-23 13:00:00,1.5,1.5,48.0,0.44036992215689064
48.0,2005-01-23 13:00:00,1.75,1.75,48.0,0.46394337062788793
48.0,2005-01-23 13:00:00,2.0,2.0,48.0,0.4905555004204288
48.0,2005-01-23 14:00:00,1.0,1.0,48.0,0.5095720949480826
48.0,2005-01-23 14:00:00,1.25,1.25,48.0,0.5149250481154081
48.0,2005-01-23 14:00:00,1.5,1.5,48.0,0.51499852364793
48.0,2005-01-23 14:00:00,1.75,1.75,48.0,0.5117682941176986
48.0,2005-01-23 14:00:00,2.0,2.0,48.0,0.5110250311060558
48.0,2005-01-23 15:00:00,1.0,1.0,48.0,0.5345560909068368
48.0,2005-01-23 15:00:00,1.25,1.25,48.0,0.5383639145419201
48.0,2005-01-23 15:00:00,1.5,1.5,48.0,0.5348210480041795
48.0,2005-01-23 15:00:00,1.75,1.75,48.0,0.5322818102824282
48.0,2005-01-23 15:00:00,2.0,2.0,48.0,0.5286613801380764
48.0,2005-01-23 16:00:00,1.0,1.0,48.0,0.538439793991595
48.0,2005-01-23 16:00:00,1.25,1.25,48.0,0.5389132761433622
48.0,2005-01-23 16:00:00,1.5,1.5,48.0,0.5417274442672686
48.0,2005-01-23 16:00:00,1.75,1.75,48.0,0.5467855693663635
48.0,2005-01-23 16:00:00,2.0,2.0,48.0,0.5429625589791905
48.0,2005-01-23 17:00:00,1.0,1.0,48.0,0.0
48.0,2005-01-23 17:00:00,1.25,1.25,48.0,0.0
48.0,2005-01-23 17:00:00,1.5,1.5,48.0,0.0
48.0,2005-01-23 17:00:00,1.75,1.75,48.0,0.0
48.0,2005-01-23 17:00:00,2.0,2.0,48.0,0.0
48.0,2005-01-23 18:00:00,1.0,1.0,48.0,0.0
48.0,2005-01-23 18:00:00,1.25,1.25,48.0,0.0
48.0,2005-01-23 18:00:00,1.5,1.5,48.0,0.0
48.0,2005-01-23 18:00:00,1.75,1.75,48.0,0.0
48.0,2005-01-23 18:00:00,2.0,2.0,48.0,0.0
48.0,2005-01-23 19:00:00,1.0,1.0,48.0,0.0
48.0,2005-01-23 19:00:00,1.25,1.25,48.0,0.0
48.0,2005-01-23 19:00:00,1.5,1.5,48.0,0.0
48.0,2005-01-23 19:00:00,1.75,1.75,48.0,0.0
48.0,2005-01-23 19:00:00,2.0,2.0,48.0,0.0
48.0,2005-01-23 20:00:00,1.0,1.0,48.0,0.0
48.0,2005-01-23 20:00:00,1.25,1.25,48.0,0.0
48.0,2005-01-23 20:00:00,1.5,1.5,48.0,0.0
48.0,2005-01-23 20:00:00,1.75,1.75,48.0,0.0
48.0,2005-01-23 20:00:00,2.0,2.0,48.0,0.0
48.0,2005-01-23 21:00:00,1.0,1.0,48.0,0.0
48.0,2005-01-23 21:00:00,1.25,1.25,48.0,0.0
48.0,2005-01-23 21:00:00,1.5,1.5,48.0,0.0
48.0,2005-01-23 21:00:00,1.75,1.75,48.0,0.0
48.0,2005-01-23 21:00:00,2.0,2.0,48.0,0.0
48.0,2005-01-23 22:00:00,1.0,1.0,48.0,0.0
48.0,2005-01-23 22:00:00,1.25,1.25,48.0,0.0
48.0,2005-01-23 22:00:00,1.5,1.5,48.0,0.0
48.0,2005-01-23 22:00:00,1.75,1.75,48.0,0.0
48.0,2005-01-23 22:00:00,2.0,2.0,48.0,0.0
48.0,2005-01-23 23:00:00,1.0,1.0,48.0,0.0
48.0,2005-01-23 23:00:00,1.25,1.25,48.0,0.0
48.0,2005-01-23 23:00:00,1.5,1.5,48.0,0.0
48.0,2005-01-23 23:00:00,1.75,1.75,48.0,0.0
48.0,2005-01-23 23:00:00,2.0,2.0,48.0,0.0
48.0,2005-01-24 00:00:00,1.0,1.0,48.0,0.0
48.0,2005-01-24 00:00:00,1.25,1.25,48.0,0.0
48.0,2005-01-24 00:00:00,1.5,1.5,48.0,0.0
48.0,2005-01-24 00:00:00,1.75,1.75,48.0,0.0
48.0,2005-01-24 00:00:00,2.0,2.0,48.0,0.0
48.0,2005-01-24 01:00:00,1.0,1.0,48.0,0.0
48.0,2005-01-24 01:00:00,1.25,1.25,48.0,0.0
48.0,2005-01-24 01:00:00,1.5,1.5,48.0,0.0
48.0,2005-01-24 01:00:00,1.75,1.75,48.0,0.0
48.0,2005-01-24 01:00:00,2.0,2.0,48.0,0.0
48.0,2005-01-24 02:00:00,1.0,1.0,48.0,0.0
48.0,2005-01-24 02:00:00,1.25,1.25,48.0,0.0
48.0,2005-01-24 02:00:00,1.5,1.5,48.0,0.0
48.0,2005-01-24 02:00:00,1.75,1.75,48.0,0.0
48.0,2005-01-24 02:00:00,2.0,2.0,48.0,0.0
48.0,2005-01-24 03:00:00,1.0,1.0,48.0,0.0
48.0,2005-01-24 03:00:00,1.25,1.25,48.0,0.0
48.0,2005-01-24 03:00:00,1.5,1.5,48.0,0.0
48.0,2005-01-24 03:00:00,1.75,1.75,48.0,0.0
48.0,2005-01-24 03:00:00,2.0,2.0,48.0,0.0
48.0,2005-01-24 04:00:00,1.0,1.0,48.0,0.0
48.0,2005-01-24 04:00:00,1.25,1.25,48.0,0.0
48.0,2005-01-24 04:00:00,1.5,1.5,48.0,0.0
48.0,2005-01-24 04:00:00,1.75,1.75,48.0,0.0
48.0,2005-01-24 04:00:00,2.0,2.0,48.0,0.0
48.0,2005-01-24 05:00:00,1.0,1.0,48.0,0.0
48.0,2005-01-24 05:00:00,1.25,1.25,48.0,0.0
48.0,2005-01-24 05:00:00,1.5,1.5,48.0,0.0
48.0,2005-01-24 05:00:00,1.75,1.75,48.0,0.0
48.0,2005-01-24 05:00:00,2.0,2.0,48.0,0.0
48.0,2005-01-24 06:00:00,1.0,1.0,48.0,0.0
48.0,2005-01-24 06:00:00,1.25,1.25,48.0,0.0
48.0,2005-01-24 06:00:00,1.5,1.5,48.0,0.0
48.0,2005-01-24 06:00:00,1.75,1.75,48.0,0.0
48.0,2005-01-24 06:00:00,2.0,2.0,48.0,0.0
48.0,2005-01-24 07:00:00,1.0,1.0,48.0,0.0
48.0,2005-01-24 07:00:00,1.25,1.25,48.0,0.0
48.0,2005-01-24 07:00:00,1.5,1.5,48.0,0.0
48.0,2005-01-24 07:00:00,1.75,1.75,48.0,0.0
48.0,2005-01-24 07:00:00,2.0,2.0,48.0,0.0
48.0,2005-01-24 08:00:00,1.0,1.0,48.0,0.0015638723084903164
48.0,2005-01-24 08:00:00,1.25,1.25,48.0,0.0017565361878470792
48.0,2005-01-24 08:00:00,1.5,1.5,48.0,0.0019043305219662758
48.0,2005-01-24 08:00:00,1.75,1.75,48.0,0.002073879507819629
48.0,2005-01-24 08:00:00,2.0,2.0,48.0,0.0022193996504588764
48.0,2005-01-24 09:00:00,1.0,1.0,48.0,0.03881717264306623
48.0,2005-01-24 09:00:00,1.25,1.25,48.0,0.040582852578786334
48.0,2005-01-24 09:00:00,1.5,1.5,48.0,0.04173709791457092
48.0,2005-01-24 09:00:00,1.75,1.75,48.0,0.04296740932502554
48.0,2005-01-24 09:00:00,2.0,2.0,48.0,0.043668282564196116
48.0,2005-01-24 10:00:00,1.0,1.0,48.0,0.16541434486434997
48.0,2005-01-24 10:00:00,1.25,1.25,48.0,0.1687008171795288
48.0,2005-01-24 10:00:00,1.5,1.5,48.0,0.17107649407170672
48.0,2005-01-24 10:00:00,1.75,1.75,48.0,0.17220506983056658
48.0,2005-01-24 10:00:00,2.0,2.0,48.0,0.17129420211294594
48.0,2005-01-24 11:00:00,1.0,1.0,48.0,0.2629742863707541
48.0,2005-01-24 11:00:00,1.25,1.25,48.0,0.2654798073519303
48.0,2005-01-24 11:00:00,1.5,1.5,48.0,0.27471804097950286
48.0,2005-01-24 11:00:00,1.75,1.75,48.0,0.28185814495585354
48.0,2005-01-24 11:00:00,2.0,2.0,48.0,0.2887991647197041
48.0,2005-01-24 12:00:00,1.0,1.0,48.0,0.348791945459907
48.0,2005-01-24 12:00:00,1.25,1.25,48.0,0.3188054410941123
48.0,2005-01-24 12:00:00,1.5,1.5,48.0,0.28957573056138836
48.0,2005-01-24 12:00:00,1.75,1.75,48.0,0.26655054618921475
48.0,2005-01-24 12:00:00,2.0,2.0,48.0,0.24631973297207752
48.0,2005-01-24 13:00:00,1.0,1.0,48.0,0.36460679914968386
48.0,2005-01-24 13:00:00,1.25,1.25,48.0,0.3495424946337435
48.0,2005-01-24 13:00:00,1.5,1.5,48.0,0.34502523420436476
48.0,2005-01-24 13:00:00,1.75,1.75,48.0,0.3553536318696203
48.0,2005-01-24 13:00:00,2.0,2.0,48.0,0.364224284714028
48.0,2005-01-24 14:00:00,1.0,1.0,48.0,0.3589966177631266
48.0,2005-01-24 14:00:00,1.25,1.25,48.0,0.3724136122141555
48.0,2005-01-24 14:00:00,1.5,1.5,48.0,0.40054857028016205
48.0,2005-01-24 14:00:00,1.75,1.75,48.0,0.41575903697216227
48.0,2005-01-24 14:00:00,2.0,2.0,48.0,0.4403228628898038
48.0,2005-01-24 15:00:00,1.0,1.0,48.0,0.39266060836235567
48.0,2005-01-24 15:00:00,1.25,1.25,48.0,0.37390002327334837
48.0,2005-01-24 15:00:00,1.5,1.5,48.0,0.35616440206129624
48.0,2005-01-24 15:00:00,1.75,1.75,48.0,0.3438454415881095
48.0,2005-01-24 15:00:00,2.0,2.0,48.0,0.327755707242302
48.0,2005-01-24 16:00:00,1.0,1.0,48.0,0.39620622303482217
48.0,2005-01-24 16:00:00,1.25,1.25,48.0,0.40950606631062686
48.0,2005-01-24 16:00:00,1.5,1.5,48.0,0.40956682762791224
48.0,2005-01-24 16:00:00,1.75,1.75,48.0,0.4132156093442897
48.0,2005-01-24 16:00:00,2.0,2.0,48.0,0.4106237712545985
48.0,2005-01-24 17:00:00,1.0,1.0,48.0,0.0
48.0,2005-01-24 17:00:00,1.25,1.25,48.0,0.0
48.0,2005-01-24 17:00:00,1.5,1.5,48.0,0.0
48.0,2005-01-24 17:00:00,1.75,1.75,48.0,0.0
48.0,2005-01-24 17:00:00,2.0,2.0,48.0,0.0
48.0,2005-01-24 18:00:00,1.0,1.0,48.0,0.0
48.0,2005-01-24 18:00:00,1.25,1.25,48.0,0.0
48.0,2005-01-24 18:00:00,1.5,1.5,48.0,0.0
48.0,2005-01-24 18:00:00,1.75,1.75,48.0,0.0
48.0,2005-01-24 18:00:00,2.0,2.0,48.0,0.0
48.0,2005-01-24 19:00:00,1.0,1.0,48.0,0.0
48.0,2005-01-24 19:00:00,1.25,1.25,48.0,0.0
48.0,2005-01-24 19:00:00,1.5,1.5,48.0,0.0
48.0,2005-01-24 19:00:00,1.75,1.75,48.0,0.0
48.0,2005-01-24 19:00:00,2.0,2.0,48.0,0.0
48.0,2005-01-24 20:00:00,1.0,1.0,48.0,0.0
48.0,2005-01-24 20:00:00,1.25,1.25,48.0,0.0
48.0,2005-01-24 20:00:00,1.5,1.5,48.0,0.0
48.0,2005-01-24 20:00:00,1.75,1.75,48.0,0.0
48.0,2005-01-24 20:00:00,2.0,2.0,48.0,0.0
48.0,2005-01-24 21:00:00,1.0,1.0,48.0,0.0
48.0,2005-01-24 21:00:00,1.25,1.25,48.0,0.0
48.0,2005-01-24 21:00:00,1.5,1.5,48.0,0.0
48.0,2005-01-24 21:00:00,1.75,1.75,48.0,0.0
48.0,2005-01-24 21:00:00,2.0,2.0,48.0,0.0
48.0,2005-01-24 22:00:00,1.0,1.0,48.0,0.0
48.0,2005-01-24 22:00:00,1.25,1.25,48.0,0.0
48.0,2005-01-24 22:00:00,1.5,1.5,48.0,0.0
48.0,2005-01-24 22:00:00,1.75,1.75,48.0,0.0
48.0,2005-01-24 22:00:00,2.0,2.0,48.0,0.0
48.0,2005-01-24 23:00:00,1.0,1.0,48.0,0.0
48.0,2005-01-24 23:00:00,1.25,1.25,48.0,0.0
48.0,2005-01-24 23:00:00,1.5,1.5,48.0,0.0
48.0,2005-01-24 23:00:00,1.75,1.75,48.0,0.0
48.0,2005-01-24 23:00:00,2.0,2.0,48.0,0.0
48.0,2005-01-25 00:00:00,1.0,1.0,48.0,0.0
48.0,2005-01-25 00:00:00,1.25,1.25,48.0,0.0
48.0,2005-01-25 00:00:00,1.5,1.5,48.0,0.0
48.0,2005-01-25 00:00:00,1.75,1.75,48.0,0.0
48.0,2005-01-25 00:00:00,2.0,2.0,48.0,0.0
48.0,2005-01-25 01:00:00,1.0,1.0,48.0,0.0
48.0,2005-01-25 01:00:00,1.25,1.25,48.0,0.0
48.0,2005-01-25 01:00:00,1.5,1.5,48.0,0.0
48.0,2005-01-25 01:00:00,1.75,1.75,48.0,0.0
48.0,2005-01-25 01:00:00,2.0,2.0,48.0,0.0
48.0,2005-01-25 02:00:00,1.0,1.0,48.0,0.0
48.0,2005-01-25 02:00:00,1.25,1.25,48.0,0.0
48.0,2005-01-25 02:00:00,1.5,1.5,48.0,0.0
48.0,2005-01-25 02:00:00,1.75,1.75,48.0,0.0
48.0,2005-01-25 02:00:00,2.0,2.0,48.0,0.0
48.0,2005-01-25 03:00:00,1.0,1.0,48.0,0.0
48.0,2005-01-25 03:00:00,1.25,1.25,48.0,0.0
48.0,2005-01-25 03:00:00,1.5,1.5,48.0,0.0
48.0,2005-01-25 03:00:00,1.75,1.75,48.0,0.0
48.0,2005-01-25 03:00:00,2.0,2.0,48.0,0.0
48.0,2005-01-25 04:00:00,1.0,1.0,48.0,0.0
48.0,2005-01-25 04:00:00,1.25,1.25,48.0,0.0
48.0,2005-01-25 04:00:00,1.5,1.5,48.0,0.0
